X,Y,Type,Impassable,SlopeLeft,SlopeRight,Sound,Deathly,Clear
14,7,stone_3,False,0,0,,False,False
14,8,stone_floor,True,0,0,,False,False
14,9,stone_floor_base,True,0,0,,False,False
14,10,stone_floor_base,True,0,0,,False,False
14,11,stone_floor_base,True,0,0,,False,False
14,12,stone_floor_base,True,0,0,,False,False
14,13,stone_floor_base,True,0,0,,False,False
14,14,stone_floor_base,True,0,0,,False,False
14,15,stone_floor_base,True,0,0,,False,False
14,16,stone_floor_base,True,0,0,,False,False
14,17,stone_floor_base,True,0,0,,False,False
14,18,stone_floor_base,True,0,0,,False,False
14,19,stone_floor_base,True,0,0,,False,False
14,20,stone_floor_base,True,0,0,,False,False
14,21,stone_floor_base,True,0,0,,False,False
14,22,stone_floor_base,True,0,0,,False,False
14,23,stone_floor_base,True,0,0,,False,False
14,24,stone_floor_base,True,0,0,,False,False
14,25,stone_floor_base,True,0,0,,False,False
14,26,stone_floor_base,True,0,0,,False,False
14,27,stone_floor_base,True,0,0,,False,False
15,0,stone_3,False,0,0,,False,False
15,1,stone_2,False,0,0,,False,False
15,2,stone_3,False,0,0,,False,False
15,3,stone_3,False,0,0,,False,False
15,4,stone_0,False,0,0,,False,False
15,5,stone_0,False,0,0,,False,False
15,6,stone_3,False,0,0,,False,False
15,7,stone_3,False,0,0,,False,False
15,8,stone_2,False,0,0,,False,False
15,9,stone_0,False,0,0,,False,False
15,10,stone_0,False,0,0,,False,False
15,11,lava_stone,False,0,0,,False,False
15,12,lava_floor,True,0,0,,True,False
15,13,black,True,0,0,,False,False
15,14,black,True,0,0,,False,False
15,15,black,True,0,0,,False,False
15,16,black,True,0,0,,False,False
15,17,black,True,0,0,,False,False
15,18,black,True,0,0,,False,False
15,19,black,True,0,0,,False,False
15,20,black,True,0,0,,False,False
15,21,black,True,0,0,,False,False
15,22,black,True,0,0,,False,False
15,23,black,True,0,0,,False,False
15,24,black,True,0,0,,False,False
15,25,black,True,0,0,,False,False
15,26,black,True,0,0,,False,False
15,27,black,True,0,0,,False,False
16,0,stone_3,False,0,0,,False,False
16,1,stone_0,False,0,0,,False,False
16,2,stone_0,False,0,0,,False,False
16,3,stone_3,False,0,0,,False,False
16,4,stone_3,False,0,0,,False,False
16,5,stone_0,False,0,0,,False,False
16,6,stone_0,False,0,0,,False,False
16,7,stone_0,False,0,0,,False,False
16,8,stone_3,False,0,0,,False,False
16,9,stone_0,False,0,0,,False,False
16,10,stone_0,False,0,0,,False,False
16,11,lava_stone,False,0,0,,False,False
16,12,lava_floor,True,0,0,,True,False
16,13,black,True,0,0,,False,False
16,14,black,True,0,0,,False,False
16,15,black,True,0,0,,False,False
16,16,black,True,0,0,,False,False
16,17,black,True,0,0,,False,False
16,18,black,True,0,0,,False,False
16,19,black,True,0,0,,False,False
16,20,black,True,0,0,,False,False
16,21,black,True,0,0,,False,False
16,22,black,True,0,0,,False,False
16,23,black,True,0,0,,False,False
16,24,black,True,0,0,,False,False
16,25,black,True,0,0,,False,False
16,26,black,True,0,0,,False,False
16,27,black,True,0,0,,False,False
17,0,stone_0,False,0,0,,False,False
17,1,stone_2,False,0,0,,False,False
17,2,stone_0,False,0,0,,False,False
17,3,stone_0,False,0,0,,False,False
17,4,stone_0,False,0,0,,False,False
17,5,stone_2,False,0,0,,False,False
17,6,stone_0,False,0,0,,False,False
17,7,stone_0,False,0,0,,False,False
17,8,stone_3,False,0,0,,False,False
17,9,stone_2,False,0,0,,False,False
17,10,stone_1,False,0,0,,False,False
17,11,lava_stone,False,0,0,,False,False
17,12,lava_floor,True,0,0,,True,False
17,13,black,True,0,0,,False,False
17,14,black,True,0,0,,False,False
17,15,black,True,0,0,,False,False
17,16,black,True,0,0,,False,False
17,17,black,True,0,0,,False,False
17,18,black,True,0,0,,False,False
17,19,black,True,0,0,,False,False
17,20,black,True,0,0,,False,False
17,21,black,True,0,0,,False,False
17,22,black,True,0,0,,False,False
17,23,black,True,0,0,,False,False
17,24,black,True,0,0,,False,False
17,25,black,True,0,0,,False,False
17,26,black,True,0,0,,False,False
17,27,black,True,0,0,,False,False
18,0,stone_3,False,0,0,,False,False
18,1,stone_3,False,0,0,,False,False
18,2,stone_0,False,0,0,,False,False
18,3,stone_2,False,0,0,,False,False
18,4,stone_0,False,0,0,,False,False
18,5,stone_0,False,0,0,,False,False
18,6,stone_2,False,0,0,,False,False
18,7,stone_3,False,0,0,,False,False
18,8,stone_1,False,0,0,,False,False
18,9,stone_1,False,0,0,,False,False
18,10,stone_3,False,0,0,,False,False
18,11,lava_stone,False,0,0,,False,False
18,12,lava_floor,True,0,0,,True,False
18,13,black,True,0,0,,False,False
18,14,black,True,0,0,,False,False
18,15,black,True,0,0,,False,False
18,16,black,True,0,0,,False,False
18,17,black,True,0,0,,False,False
18,18,black,True,0,0,,False,False
18,19,black,True,0,0,,False,False
18,20,black,True,0,0,,False,False
18,21,black,True,0,0,,False,False
18,22,black,True,0,0,,False,False
18,23,black,True,0,0,,False,False
18,24,black,True,0,0,,False,False
18,25,black,True,0,0,,False,False
18,26,black,True,0,0,,False,False
18,27,black,True,0,0,,False,False
19,0,stone_2,False,0,0,,False,False
19,1,stone_3,False,0,0,,False,False
19,2,stone_1,False,0,0,,False,False
19,3,stone_2,False,0,0,,False,False
19,4,stone_3,False,0,0,,False,False
19,5,stone_0,False,0,0,,False,False
19,6,stone_2,False,0,0,,False,False
19,7,stone_3,False,0,0,,False,False
19,8,stone_0,False,0,0,,False,False
19,9,stone_2,False,0,0,,False,False
19,10,stone_3,False,0,0,,False,False
19,11,lava_stone,False,0,0,,False,False
19,12,lava_floor,True,0,0,,True,False
19,13,black,True,0,0,,False,False
19,14,black,True,0,0,,False,False
19,15,black,True,0,0,,False,False
19,16,black,True,0,0,,False,False
19,17,black,True,0,0,,False,False
19,18,black,True,0,0,,False,False
19,19,black,True,0,0,,False,False
19,20,black,True,0,0,,False,False
19,21,black,True,0,0,,False,False
19,22,black,True,0,0,,False,False
19,23,black,True,0,0,,False,False
19,24,black,True,0,0,,False,False
19,25,black,True,0,0,,False,False
19,26,black,True,0,0,,False,False
19,27,black,True,0,0,,False,False
20,0,stone_3,False,0,0,,False,False
20,1,stone_0,False,0,0,,False,False
20,2,stone_0,False,0,0,,False,False
20,3,stone_3,False,0,0,,False,False
20,4,stone_0,False,0,0,,False,False
20,5,stone_2,False,0,0,,False,False
20,6,stone_1,False,0,0,,False,False
20,7,stone_2,False,0,0,,False,False
20,8,stone_0,False,0,0,,False,False
20,9,stone_0,False,0,0,,False,False
20,10,stone_1,False,0,0,,False,False
20,11,lava_stone,False,0,0,,False,False
20,12,lava_floor,True,0,0,,True,False
20,13,black,True,0,0,,False,False
20,14,black,True,0,0,,False,False
20,15,black,True,0,0,,False,False
20,16,black,True,0,0,,False,False
20,17,black,True,0,0,,False,False
20,18,black,True,0,0,,False,False
20,19,black,True,0,0,,False,False
20,20,black,True,0,0,,False,False
20,21,black,True,0,0,,False,False
20,22,black,True,0,0,,False,False
20,23,black,True,0,0,,False,False
20,24,black,True,0,0,,False,False
20,25,black,True,0,0,,False,False
20,26,black,True,0,0,,False,False
20,27,black,True,0,0,,False,False
21,0,stone_3,False,0,0,,False,False
21,1,stone_0,False,0,0,,False,False
21,2,stone_2,False,0,0,,False,False
21,3,stone_3,False,0,0,,False,False
21,4,stone_0,False,0,0,,False,False
21,5,stone_3,False,0,0,,False,False
21,6,stone_2,False,0,0,,False,False
21,7,stone_0,False,0,0,,False,False
21,8,stone_2,False,0,0,,False,False
21,9,stone_3,False,0,0,,False,False
21,10,stone_1,False,0,0,,False,False
21,11,lava_stone,False,0,0,,False,False
21,12,lava_floor,True,0,0,,True,False
21,13,black,True,0,0,,False,False
21,14,black,True,0,0,,False,False
21,15,black,True,0,0,,False,False
21,16,black,True,0,0,,False,False
21,17,black,True,0,0,,False,False
21,18,black,True,0,0,,False,False
21,19,black,True,0,0,,False,False
21,20,black,True,0,0,,False,False
21,21,black,True,0,0,,False,False
21,22,black,True,0,0,,False,False
21,23,black,True,0,0,,False,False
21,24,black,True,0,0,,False,False
21,25,black,True,0,0,,False,False
21,26,black,True,0,0,,False,False
21,27,black,True,0,0,,False,False
22,0,stone_0,False,0,0,,False,False
22,1,stone_0,False,0,0,,False,False
22,2,stone_2,False,0,0,,False,False
22,3,stone_2,False,0,0,,False,False
22,4,stone_3,False,0,0,,False,False
22,5,stone_1,False,0,0,,False,False
22,6,stone_0,False,0,0,,False,False
22,7,stone_2,False,0,0,,False,False
22,8,stone_2,False,0,0,,False,False
22,9,stone_3,False,0,0,,False,False
22,10,stone_1,False,0,0,,False,False
22,11,lava_stone,False,0,0,,False,False
22,12,lava_floor,True,0,0,,True,False
22,13,black,True,0,0,,False,False
22,14,black,True,0,0,,False,False
22,15,black,True,0,0,,False,False
22,16,black,True,0,0,,False,False
22,17,black,True,0,0,,False,False
22,18,black,True,0,0,,False,False
22,19,black,True,0,0,,False,False
22,20,black,True,0,0,,False,False
22,21,black,True,0,0,,False,False
22,22,black,True,0,0,,False,False
22,23,black,True,0,0,,False,False
22,24,black,True,0,0,,False,False
22,25,black,True,0,0,,False,False
22,26,black,True,0,0,,False,False
22,27,black,True,0,0,,False,False
23,0,stone_3,False,0,0,,False,False
23,1,stone_1,False,0,0,,False,False
23,2,stone_0,False,0,0,,False,False
23,3,stone_0,False,0,0,,False,False
23,4,stone_1,False,0,0,,False,False
23,5,stone_3,False,0,0,,False,False
23,6,stone_3,False,0,0,,False,False
23,7,stone_2,False,0,0,,False,False
23,8,stone_floor,True,0,0,,False,False
23,9,stone_floor_base,True,0,0,,False,False
23,10,stone_floor_base,True,0,0,,False,False
23,11,stone_floor_base,True,0,0,,False,False
23,12,stone_floor_base,True,0,0,,False,False
23,13,stone_floor_base,True,0,0,,False,False
23,14,stone_floor_base,True,0,0,,False,False
23,15,stone_floor_base,True,0,0,,False,False
23,16,stone_floor_base,True,0,0,,False,False
23,17,stone_floor_base,True,0,0,,False,False
23,18,stone_floor_base,True,0,0,,False,False
23,19,stone_floor_base,True,0,0,,False,False
23,20,stone_floor_base,True,0,0,,False,False
23,21,stone_floor_base,True,0,0,,False,False
23,22,stone_floor_base,True,0,0,,False,False
